"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
dass_2_m,dass21_m,,radio,"הרגשתי יובש בפה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_3_m,dass21_m,,radio,"לא הצלחתי לחוש שום דבר חיובי לגבי שום דבר","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_4_m,dass21_m,,radio,"חוויתי קשיי נשימה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_5_m,dass21_m,,radio,"לא הצלחתי לדרבן את עצמי לעשות דברים","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_6_m,dass21_m,,radio,"הגבתי בצורה מוגזמת לדברים","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_7_m,dass21_m,,radio,"חוויתי רעידות בכל הגוף","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_8_m,dass21_m,,radio,"התקשיתי להירגע","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_9_m,dass21_m,,radio,"הייתי במצבים שבהם הרגשתי חרדה כה גדולה שהוקל לי מאוד כשהם נגמרו","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_10_m,dass21_m,,radio,"הרגשתי שאין לי למה לצפות","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_11_m,dass21_m,,radio,"שמתי לב שאני מתעצבן/ת בקלות","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_12_m,dass21_m,,radio,"הרגשתי שהוצאתי הרבה אנרגיה על עצבים","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_13_m,dass21_m,,radio,"הרגשתי עצוב/ה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_14_m,dass21_m,,radio,"הייתי חסר/ת סבלנות בכל פעם שנתקלתי בעיכוב כלשהו","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_15_m,dass21_m,,radio,"היו רגעים שבהם הרגשתי על סף עילפון","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_16_m,dass21_m,,radio,"הרגשתי שאיבדתי עניין בכמעט כל דבר סביבי","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_17_m,dass21_m,,radio,"הרגשתי שאני לא שווה הרבה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_18_m,dass21_m,,radio,"הייתי די רגיש","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_19_m,dass21_m,,radio,"הזעתי בצורה ניכרת ללא שום קשר למאמץ גופני","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_20_m,dass21_m,,radio,"הרגשתי פחד ללא שום סיבה נראית לעין","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
dass_21_m,dass21_m,,radio,"הרגשתי שהחיים לא שווים הרבה","0, 0-לא אפיין אותי כלל | 1, 1-אפיין אותי ברמה מסוימת, חלק מהזמן | 2, 2-אפיין אותי במידה משמעותית, בחלק ניכר מהזמן | 3, 3-אפיין אותי מאוד, רוב הזמן",,,,,,,,,,dass_m,,
wai_1_m,wai_parent_m,".בחלק הבא תמצא/י משפטים המתארים רגשות או מחשבות שעשויים להתעורר אצל מטופל/ת ביחס למטפל/ת ולטיפול שניתן לו.
אם המשפט מתאר דבר שאת/ה תמיד מרגיש/ה (או חושב/ת) סמן את המספר 7.
אם זהו דבר שלעולם אינך מרגיש/ה או חושב/ת סמן את המספר 1.
השתמש/י במספרי הביניים כדי לתאר את מה שבין קצוות אלה.

אם אינך כרגע בטיפול במרפאה, אנא התייחס בתשובתך לאיש המקצוע שאתה פוגש כאשר אתה מגיע לביקור במרפאה***


אנא, ענה/י על השאלון במהירות, אנו מעוניינים ברושם הראשון העולה בדעתך.",radio,"המטפל/ת  ואני מסכימים לגבי הדברים שנצטרך לעשות בטיפול על מנת לשפר את מצבי","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
wai_2_m,wai_parent_m,,radio,"מה שאנחנו עושים בטיפול מאפשר לי לראות את הבעיה שלנו בדרכים חדשות","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
wai_3_m,wai_parent_m,,radio,"אני מאמין/ה שהמטפל/ת  מחבב/ת אותי","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
wai_4_m,wai_parent_m,,radio,"המטפל/ת אינו מבין מה אני מנסה להשיג בטיפול","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
wai_5_m,wai_parent_m,,radio,"אני בטוח/ה ביכולתו/ה של המטפל/ת  לעזור לי","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
wai_6_m,wai_parent_m,,radio,"המטפל/ת  ואני עובדים למען מטרות ששנינו מסכימים עליהן","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
wai_7_m,wai_parent_m,,radio,"אני מרגיש/ה שהמטפל/ת  מעריך/ה אותי","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
wai_8_m,wai_parent_m,,radio,"אנחנו מסכימים לגבי הדברים החשובים שעליי לעבוד עליהם","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
wai_9_m,wai_parent_m,,radio,"המטפל/ת  ואני בוטחים זה בזה","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
wai_10_m,wai_parent_m,,radio,"למטפל/ת ולי יש דעות שונות לגבי מהן הבעיות שלנו","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
wai_11_m,wai_parent_m,,radio,"המטפל/ת ואני ביססנו הבנה טובה של סוג השינויים שיהיו נכונים בעבורי","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
wai_12_m,wai_parent_m,,radio,"אני מאמין/ה שהדרך בה אנו עובדים על הבעיות  היא נכונה","1, 1-בשום אופן לא מתאר את הרגשתי | 2, 2-רחוק מתיאור הרגשתי | 3, 3-די רחוק מתיאור הרגשתי | 4, 4-מתאר במידה מסוימת את הרגשתי | 5, 5-מתקרב לתיאור הרגשתי | 6, 6-מתקרב מאוד לתיאור הרגשתי | 7, 7-מתאר במדויק את הרגשתי",,,,,,,y,,,wai_m,,
csq_id_m,csq4_parent_m,,dropdown,"ממלא השאלון","1, אמא | 2, אבא | 3, אחר",,,,,,,,,,,,
satis_1_p_m,csq4_parent_m,"בשאלון זה נבקש לשמוע מה דעתך על הטיפול שילדך/תך קיבל/ה

אנא סמן/י את המספר שמתאר באופן הכי טוב את הרגשתך",radio,"כתוצאה מהטיפול אני חושב/ת כי במצב הרוח של ילדי/תי חל","1, 1-שיפור גדול מאוד | 2, 2-שיפור גדול | 3, 3-שיפור קל | 4, 4-ללא שיפור | 5, 5-החמרה קלה | 6, 6-החמרה גדולה | 7, 7-החמרה גדולה מאוד",,,,,,,y,,,csq_p_m,,
satis_2_p_m,csq4_parent_m,,radio,"כתוצאה מהטיפול אני חושב/ת כי ברמת הסיכון האובדני של ילדי/תי חל השינוי הבא:","1, 1-שיפור גדול מאוד | 2, 2-שיפור גדול | 3, 3-שיפור קל | 4, 4-ללא שיפור | 5, 5-החמרה קלה | 6, 6-החמרה גדולה | 7, 7-החמרה גדולה מאוד",,,,,,,y,,,csq_p_m,,
satis_3_p_m,csq4_parent_m,,radio,"כתוצאה מהטיפול אני חושב/ת כי ביחסים הבינאישיים של ילדי/תי חל","1, 1-שיפור גדול מאוד | 2, 2-שיפור גדול | 3, 3-שיפור קל | 4, 4-ללא שיפור | 5, 5-החמרה קלה | 6, 6-החמרה גדולה | 7, 7-החמרה גדולה מאוד",,,,,,,y,,,csq_p_m,,
satis_4_v2,csq4_parent_m,,radio,"האם היית ממליץ/ה לחבר/ה להשתתף בתהליך ייעוץ שכזה?","1, כן | 2, לא",,,,,,,,,,,,
therapy_child_2_m,ending_m,,radio,"האם בתקופה הנוכחית בנך/בתך נמצא/ת בטיפול פסיכולוגי ","1, כן | 2, לא",,,,,,,,,,,,
medicin_child_m,ending_m,,radio,"האם בנך/ בתך מקבלים טיפול תרופתי או טיפול פסיכיאטרי אחר

 ","0, לא | 1, כן",,,,,,,,,,,,
ending_childparent_m,ending_m,,text,"האם יש משהו שתרצה/י להוסיף?",,,,,,,,,,,,,
who_fills_out_f,opening_parents_f,,radio,"ממלא/ת השאלון
(סמן את התשובה הנכונה לגביך)","1, אימא | 2, אבא | 3, אחר",,,,,,,y,,1,,,
who_fills_out_2_f,opening_parents_f,,text,"<div class=""rich-text-field-label""><p style=""padding-left: 80px; text-align: right;"">אם ציינת ""אחר"" בשאלה הקודמת אנא פרט/י</p></div>",,,,,,,"[who_fills_out_f] = '3'",,,2,,,
birth_date_f,opening_parents_f,,text,"<div class=""rich-text-field-label""><p style=""text-align: right;"">מה גיל הילד/ה?</p> <p> </p></div>",,,number,0,99,,,,,,,,
parents_who_f,demographic_father,,radio,"ממלא/ת השאלון (סמן את התשובה הנכונה לגביך):","1, אימא | 2, אבא | 3, אחר",,,,,,,y,,1,,,
parent_who_other_f,demographic_father,,text,"נא פרט/י",,,,,,,"[parents_who_f] = '3'",y,,,,,
parents_age_f,demographic_father,,text,גיל,,,number,0,99,y,,y,,2,,,
parents_born_f,demographic_father,,radio,"האם נולדת בישראל?","1, כן | 2, לא",,,,,,,y,,3,,,
parents_born_2_f,demographic_father,,text,"היכן נולדת?",,,,,,,"[parents_born_f] = '2'",y,,4,,,
born_child_f,demographic_father,,radio,"האם ילדך נולדו בארץ?","1, כן | 2, לא",,,,,,,y,,5,,,
born_child_2_f,demographic_father,,text,"היכן הוא/היא נולדו?",,,,,,,"[born_child_f] = '2'",y,,6,,,
parent_religion_f,demographic_father,,radio,"כיצד היית מגדיר/ה את עצמך מבחינה דתית?","1, חילוני | 2, מסורתי | 3, דתי | 4, חרדי | 5, אחר",,,,,,,y,,,,,
parent_religion_other_f,demographic_father,,text,"נא פרט/י",,,,,,,"[parent_religion_f] = '5'",y,,,,,
parents_economy_f,demographic_father,,radio,"מהו לדעתך המצב הכלכלי של משפחתך?","1, טוב מאוד | 2, טוב | 3, ממוצע | 4, לא כ""כ טוב | 5, בכלל לא טוב",,,,,,,y,,7,,,
parents_education_f,demographic_father,,radio,"מהי דרגת ההשכלה שלך?","1, יסודית | 2, תיכונית | 3, מקצועית / תעודה | 4, תואר ראשון | 5, תואר שני | 6, תואר שלישי | 7, אחר",,,,,,,y,,8,,,
parents_education_other_f,demographic_father,,text,"נא פרט/י",,,,,,,"[parents_education_f] = '7'",y,,9,,,
parents_work_f,demographic_father,,radio,"מהו מצבך התעסוקתי?","1, שכיר/ה | 2, עצמאי/ת | 3, לא עובד/ת",,,,,,,y,,10,,,
paresnts_work_2_f,demographic_father,,text,"מה המקצוע שלך",,,,,,,"[parents_work_f] = '1' or [parents_work_f] = '2'",y,,11,,,
together_live_f,demographic_father,,radio,"האם הורי הילד מתגוררים יחד?","1, כן | 2, לא",,,,,,,y,,12,,,
with_who_f,demographic_father,,checkbox,"עם מי ילדך מתגורר בבית העיקרי שלו 
(הבית בו הוא מתגורר רוב הזמן)","1, אימא | 2, אבא | 3, בן/בת זוג של אימא | 4, בן/בת זוג של אבא | 5, אחים/אחיות | 6, סבא/סבתא | 7, אחר","ניתן לסמן יותר מתשובה אחת",,,,,,y,,13,,,
with_who_other_f,demographic_father,,text,"נא פרט/י",,,,,,,"[with_who_f(7)] = '1'",y,,14,,,
sdq_1_p_f,sdq_parents_f,"<div class=""rich-text-field-label""><p style=""text-align: left;"">בשאלות הבאות נבקש ממך להתייחס להתנהגות הילד/ה שלך <span style=""text-decoration: underline;"">בשבועיים האחרונים</span> <br /><br />""בכל פריט, סמן/י את התשובה המתאימה ביותר: ""לא נכון"", ""נכון חלקית"" או ""נכון<br /><br />חשוב שתענה על כל הפריטים גם אם אינך בטוח/ה בתשובה או שהשאלה לא נראית מתאימה לילדך.<br /><br />שים/י לב: השאלות הבאות מתייחסות <span style=""text-decoration: underline;"">לילד שלך ולא אליך</span><br /><br /></p> <p style=""text-align: left;"">השאלון מנוסח בלשון זכר אך פונה לשני המינים</p></div>",radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">מתחשב ברגשותיהם של אחרים</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_2_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">חסר מנוחה, פעיל/ה מידי, אינו/ה יכול/ה לשבת בשקט</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,,,,,,
sdq_3_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">מתלונן לעיתים קרובות על כאבי ראש, כאבי בטן או הרגשה לא טובה</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_4_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">בדרך כלל מתחלק עם אחרים (למשל בממתקים, צעצועים עפרונות)</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,,,,,,
sdq_5_p_f,sdq_parents_f,,radio,"יש לו לעיתים קרובות התקפי זעם","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,,,,,,
sdq_6_p_f,sdq_parents_f,,radio,"נוטה להתבודד , לשחק לבד","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_7_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">בדר""כ צייתן, עושה מה שהמבוגרים מבקשים ממנו</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_8_p_f,sdq_parents_f,,radio,"דאגן , לעיתים קרובות נראה מודאג","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_9_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">עוזר כאשר מישהו מצוברח, נפגע או לא מרגיש טוב</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_10_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">לא מפסיק להתנועע, יושב ""על קוצים""</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_11_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">יש לו לפחות חבר טוב אחד</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_12_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">רב לעיתים קרובות עם ילדים אחרים או מתנהג בבריונות</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_13_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">לעיתים קרובות מצוברח, בוכה או אינו מאושר</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_14_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">בדרך כלל אהוב על ילדים אחרים</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_15_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">קל להסיח את דעתו, קשה לו להתרכז</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_16_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">במצבים חדשים נצמד למבוגר, מאבד בטחון עצמי בקלות</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_17_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">נחמד לילדים קטנים ממנו</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_18_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">משקר או מרמה לעיתים קרובות</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_19_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">ילדים אחרים מציקים לו או מתנהגים כלפיו בבריונות</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_20_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">מתנדב לעזור לאחרים לעיתים קרובות (חברים, מורים, הורים)</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_21_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">חושב לפני שפועל</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_22_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">גונב מבי""ס , מהבית או ממקומות אחרים</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_23_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">מסתדר יותר טוב עם מבוגרים מאשר עם ילדים</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_24_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">יש לו הרבה פחדים , קל להפחיד אותו</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_25_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p style=""text-align: left;"">מסיים משימות, יש לו יכולת ריכוז טובה</p></div>","0, לא נכון | 1, נכון חלקית | 2, נכון",,,,,,,y,,,,,
sdq_26_p_f,sdq_parents_f,,radio,"באופן כללי האם את/ה חושב/ת שלילד/ה שלך יש קשיים באחד או יותר מהתחומים הבאים:
רגשות, ריכוז, התנהגות או היכולת להסתדר עם אנשים אחרים?","1, לא | 2, כן, קשיים קלים | 3, כן, קשיים ממשיים | 4, כן, קשיים חמורים",,,,,,,y,,,,,
sdq_27_p_f,sdq_parents_f,,radio,"כמה זמן קשיים אלו נמשכים?","1, פחות מחודש | 2, 1-5 חודשים | 3, 6-12 חודשים | 4, למעלה משנה",,,,,,"[sdq_26_p_f]= '2' or [sdq_26_p_f]= '3' or [sdq_26_p_f]= '4'",y,,,,,
sdq_28_p_f,sdq_parents_f,,radio,"האם קשיים אלה מציקים או מלחיצים את הילד/ה?","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_f]= '2' or [sdq_26_p_f]= '3' or [sdq_26_p_f]= '4'",y,,,,,
sdq_29_family_f,sdq_parents_f,"<div class=""rich-text-field-label""><p>האם קשיים אלה משפיעים על תפקודו של הילד ביומיום בתחומים הבאים:</p></div>",radio,"<div class=""rich-text-field-label""><p>המשפחה</p></div>","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_f]= '2' or [sdq_26_p_f]= '3' or [sdq_26_p_f]= '4'",,,,,,
sdq_29_friend_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p>חברים</p></div>","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_f]= '2' or [sdq_26_p_f]= '3' or [sdq_26_p_f]= '4'",,,,,,
sdq_29_school_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p>לימודים בבית הספר</p></div>","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_f]= '2' or [sdq_26_p_f]= '3' or [sdq_26_p_f]= '4'",,,,,,
sdq_29_hobbies_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p>פעילויות פנאי</p></div>","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_f]= '2' or [sdq_26_p_f]= '3' or [sdq_26_p_f]= '4'",,,,,,
sdq_30_p_f,sdq_parents_f,,radio,"<div class=""rich-text-field-label""><p>האם הקשיים מכבידים עליך או על המשפחה כולה?</p></div>","1, בכלל לא | 2, רק קצת | 3, הרבה | 4, הרבה מאוד",,,,,,"[sdq_26_p_f]= '2' or [sdq_26_p_f]= '3' or [sdq_26_p_f]= '4'",y,,33,,,
