"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
parents_born_f,demographic_parents_f,,radio,"האם נולדת בישראל?","1, כן | 2, לא",,,,,,,y,,3,,,
parents_born_2_f,demographic_parents_f,,text,"היכן נולדת?",,,,,,,"[parents_born_f] = '2'",y,,4,,,
born_child_f,demographic_parents_f,,radio,"האם ילדך נולדו בארץ?","1, כן | 2, לא",,,,,,,y,,5,,,
born_child_2_f,demographic_parents_f,,text,"היכן הוא/היא נולדו?",,,,,,,"[born_child_f] = '2'",y,,6,,,
parent_religion_f,demographic_parents_f,,radio,"כיצד היית מגדיר/ה את עצמך מבחינה דתית?","1, חילוני | 2, מסורתי | 3, דתי | 4, חרדי | 5, אחר",,,,,,,y,,,,,
parent_religion_other_f,demographic_parents_f,,text,"נא פרט/י",,,,,,,"[parent_religion_f] = '5'",y,,,,,
parents_economy_f,demographic_parents_f,,radio,"מהו לדעתך המצב הכלכלי של משפחתך?","1, טוב מאוד | 2, טוב | 3, ממוצע | 4, לא כ""כ טוב | 5, בכלל לא טוב",,,,,,,y,,7,,,
parents_education_f,demographic_parents_f,,radio,"מהי דרגת ההשכלה שלך?","1, יסודית | 2, תיכונית | 3, מקצועית / תעודה | 4, תואר ראשון | 5, תואר שני | 6, תואר שלישי | 7, אחר",,,,,,,y,,8,,,
parents_education_other_f,demographic_parents_f,,text,"נא פרט/י",,,,,,,"[parents_education_f] = '7'",y,,9,,,
parents_work_f,demographic_parents_f,,radio,"מהו מצבך התעסוקתי?","1, שכיר/ה | 2, עצמאי/ת | 3, לא עובד/ת",,,,,,,y,,10,,,
paresnts_work_2_f,demographic_parents_f,,text,"מה המקצוע שלך",,,,,,,"[parents_work_f] = '1' or [parents_work_f] = '2'",y,,11,,,
together_live_f,demographic_parents_f,,radio,"האם הורי הילד מתגוררים יחד?","1, כן | 2, לא",,,,,,,y,,12,,,
with_who_f,demographic_parents_f,,checkbox,"עם מי ילדך מתגורר בבית העיקרי שלו 
(הבית בו הוא מתגורר רוב הזמן)","1, אימא | 2, אבא | 3, בן/בת זוג של אימא | 4, בן/בת זוג של אבא | 5, אחים/אחיות | 6, סבא/סבתא | 7, אחר","ניתן לסמן יותר מתשובה אחת",,,,,,y,,13,,,
with_who_other_f,demographic_parents_f,,text,"נא פרט/י",,,,,,,"[with_who_f(7)] = '1'",y,,14,,,
swan_1_f,swan_f,"עבור כל שאלה, סמן/י את העמודה שמתארת את הילד/ה בצורה הטובה ביותר בחודש האחרון",radio,"מתרכז בפרטים ונמנע מטעויות של היעדר תשומת לב","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_2_f,swan_f,,radio,"מתרכז במטלות ובמשחק","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_3_f,swan_f,,radio,"מקשיב כאשר מדברים אליו ישירות","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_4_f,swan_f,,radio,"עוקב אחר הוראות ומשלים את מטלות בית הספר והבית","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_5_f,swan_f,,radio,"מארגן מטלות ופעילויות","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_6_f,swan_f,,radio,"עוסק בפעילויות הדורשות מאמץ שכלי ממושך","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_7_f,swan_f,,radio,"מסוגל לשמור על דברים הנחוצים לפעילויות (לא מאבד אותם)","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_8_f,swan_f,,radio,"מתעלם מגירויים חיצוניים","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_9_f,swan_f,,radio,"זוכר פעילויות יומיומיות","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_10_f,swan_f,,radio,"יושב בשקט (שולט בתנועות הרגליים או תנועות הגוף והידיים)","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_11_f,swan_f,,radio,"נשאר ישוב (כאשר נדרש לפי חוקי הכיתה או המצב החברתי בו נמצא)","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_12_f,swan_f,,radio,"מעכב התרוצצות (מווסת פעילות מוטורית וטיפוס כשאלה אינם תואמים)","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_13_f,swan_f,,radio,"משחק בשקט (שומר על מידת רעש סבירה)","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_14_f,swan_f,,radio,"שולט על פעילות מתמדת (מסוגל להירגע ולנוח)","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_15_f,swan_f,,radio,"שולט על דיבור-יתר (מווסת פעילות ורבלית)","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_16_f,swan_f,,radio,"חושב על שאלות (שולט על ""יריית"" תשובות)","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_17_f,swan_f,,radio,"מחכה לתורו (ממתין לתורו, עומד בתור)","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
swan_18_f,swan_f,,radio,"מסוגל להשתלב בשיחות ומשחקים מבלי להפריע או להתפרץ","0, 0-בכלל לא | 1, 1-במידה מועטה | 2, 2-במידה רבה | 3, 3-במידה רבה מאוד",,,,,,,y,,,swan_f,,
sci_p_1_f,scip_f,"לכל פריט בבקשה סמן את המספר המתאים ביותר לאופן המתאר את ילדך ביומיים האחרונים,
כשהיה נראה במצב הכי גרוע.
בבקשה עקוב אחר הסקאלה הבאה:
0- כלל לא
1- לעיתים רחוקות
2- לעיתים
3- לעיתים קרובות
4- כל הזמן",radio,"ילדך מציג בעיה שהוא תופס כבלתי נסבלת ובלתי פתירה (מצב שמתואר כחסר מפלט או את עצמם כ""לא יכולים להמשיך ככה יותר"")","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_2_f,scip_f,,radio,"חווה כאבים רגשיים","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_3_f,scip_f,,radio,"חווה שינויים קיצוניים במצב רוח או עליה חדה ברגשות שליליים","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_4_f,scip_f,,radio,"חווה חרדה משמעותית (כמו התקף חרדה) שמלווה באי-נוחות","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_5_f,scip_f,,radio,"עליה או חידוש באי-יכולות לחוות ענין או הנאה או לדמיין שיהיה ענין או הנאה מחוויה עתידית שבעבר נהג להנות ממנה","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_6_f,scip_f,,radio,"עיסוק תמידי או אינטנסיבי במצוקה שחווה ובאירועי החיים שהובילו למצוקה","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_7_f,scip_f,,radio,"חוסר יכולת להסיח את הדעת מדפוסי חשיבה שליליים וחזרתיים","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_8_f,scip_f,,radio,"ליקוי יכולת לעבד מידע או לקבל החלטות","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_9_f,scip_f,,radio,"נסיונות לא מוצלחים להסיח את הדעת ממחשבות שליליות וטורדניות","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_10_f,scip_f,,radio,"נע בחוסר שקט","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_11_f,scip_f,,radio,"חווה דריכות יתר","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_12_f,scip_f,,radio,"חווה עצבנות","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_13_f,scip_f,,radio,"חווה קשיי שינה","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_14_f,scip_f,,radio,"לאחרונה מבטא נסיגה או צמצום בפעילויות חברתיות","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
sci_p_15_f,scip_f,,radio,"מתחמק מתקשורת עם אחרים הקרובים אליו","0, 0-כלל לא | 1, 1-במידה מועטה | 2, 2-במידה מסוימת | 3, 3-די הרבה | 4, 4-מאוד",,,,,,,y,,,sci_p_f,,
age_cshq_f,cshq_f,,radio,"האם הילד/ה מתחת לגיל 11? (כולל)","1, כן | 2, לא",,,,,,,,,,,,
bedtime_1_f,cshq_f,,text,"מתי ילדך הולך לישון",,דקות:שעות,time,,,,"[age_cshq_f] = '1'",,,,,,
bedtime_2_f,cshq_f,"שעת שינה<br><br>הביטויים הבאים עוסקים בהרגלי השינה וקשיים אפשריים של שינת ילדים. 
חשוב/י על השבוע האחרון בחיי ילדך כשאת/ה עונה על השאלות. 
אם השבוע האחרון היה לא רגיל מסיבה כלשהי (כמו מחלה שהפריעה למהלך השינה או קלקול במכשיר הטלוויזיה) בחר/י שבוע המייצג בצורה הטובה ביותר את שנת ילדך לאחרונה .
סמן/י ""לעיתים קרובות"" אם האירוע מתקיים 5 פעמים בשבוע או יותר .
סמן/י ""לפעמים"" אם האירוע מתקיים בין 4-2 פעמים בשבוע .
סמן/י ""לעיתים רחוקות"" אם האירוע מתקיים בין 1-0 פעמים בשבוע ",radio,"הילד הולך לישון באותה השעה בלילה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,bedtime_f,,
bedtime_3_f,cshq_f,,radio,"הילד נרדם תוך 20 דקות מרגע היכנסו למיטה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,bedtime_f,,
bedtime_4_f,cshq_f,,radio,"הילד נרדם במיטה שלו לבדו","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,bedtime_f,,
bedtime_5_f,cshq_f,,radio,"הילד נרדם במיטת הוריו או אחיו","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,bedtime_f,,
bedtime_6_f,cshq_f,,radio,"הילד צריך את אחד מהוריו בחדר על מנת להירדם","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,bedtime_f,,
bedtime_7_f,cshq_f,,radio,"הילד נאבק בשעת השינה (בוכה, אינו נשאר במטה, וכד')","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,bedtime_f,,
bedtime_8_f,cshq_f,,radio,"הילד מפחד לישון בחושך","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,bedtime_f,,
bedtime_9_f,cshq_f,,radio,"הילד מפחד לישון לבד","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,bedtime_f,,
bedtime_10_f,cshq_f,,text,"כמה זמן בסך הכל ישן ילדך ביום ממוצע (כולל מנוחת צהריים",,דקות:שעות,time,,,,"[age_cshq_f] = '1'",,,,,,
duration_1_f,cshq_f,"שינה במהלך הלילה",radio,"הילד ישן מעט מדי","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_2_f,cshq_f,,radio,"הילד ישן מספר שעות נכון / נורמאלי","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_3_f,cshq_f,,radio,"הילד ישן מספר שעות קבוע (פחות או יותר) בכל לילה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_4_f,cshq_f,,radio,"הילד מרטיב את המיטה בלילה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_5_f,cshq_f,,radio,"הילד מדבר במהלך השינה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_6_f,cshq_f,,radio,"הילד חסר מנוחה וזז הרבה במהלך השינה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_7_f,cshq_f,,radio,"הילד הולך מתוך שינה במהלך הלילה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_8_f,cshq_f,,radio,"הילד עובר למיטה של משהו אחר במהלך הלילה (הורים, אחים","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_9_f,cshq_f,,radio,"הילד חורק שיניים בזמן השינה (יתכן שנאמר לך ע""י רופא השיניים)","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_10_f,cshq_f,,radio,"הילד נוחר בחוזקה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_11_f,cshq_f,,radio,"הילד נראה כמפסיק נשימתו בזמן השינה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_12_f,cshq_f,,radio,"הילד מחרחר ו/או נושם בכבדות בזמן שינה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_13_f,cshq_f,,radio,"לילד יש בעיות שינה כשהוא רחוק מהבית (ביקורי קרובים, חופשות)","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_14_f,cshq_f,,radio,"הילד מתעורר במהלך הלילה כשהוא צועק ומזיע ולא ניתן להרגיעו","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
duration_15_f,cshq_f,,radio,"הילד מתעורר מבוהל מתוך חלום מפחיד","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,duration_f,,
night_wake_1_f,cshq_f,"התעוררת במהלך הלילה",radio,"הילד מתעורר פעם אחת במהלך הלילה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,night_wake_f,,
night_wake_2_f,cshq_f,,radio,"הילד מתעורר יותר מפעם אחת במהלך הלילה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,night_wake_f,,
night_wake_3_f,cshq_f,,text,"משך ההתעוררות בממוצע בדקות",,,number,,,,"[age_cshq_f] = '1'",,,,,,
day_wake_1_f,cshq_f,,text,"באיזו שעה ילדך בדרך כלל מתעורר בבוקר",,דקות:שעות,time,,,,"[age_cshq_f] = '1'",,,,,,
day_wake_2_f,cshq_f,"התעוררות בבוקר",radio,"הילד מתעורר בעצמו","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,day_wake_f,,
day_wake_3_f,cshq_f,,radio,"הילד מתעורר במצב רוח רע","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,day_wake_f,,
day_wake_4_f,cshq_f,,radio,"מבוגר או אח מעירים את הילד","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,day_wake_f,,
day_wake_5_f,cshq_f,,radio,"לילד יש קשיים לצאת מהמיטה בבוקר","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,day_wake_f,,
day_wake_6_f,cshq_f,,radio,"לילד לוקח זמן רב להיות ערני בבוקר","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,day_wake_f,,
sleepiness_1_f,cshq_f,"ישנוניות יומית",radio,"הילד נראה עייף","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,sleepiness_1_f,,
sleepiness_2_f,cshq_f,"במהלך השבוע האחרון הילד נראה מנומנם או שנרדם במהלך:",radio,"צפייה בטלוויזיה","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,sleepiness_2_f,,
daytime_sleepiness_3_f,cshq_f,,radio,"נסיעה באוטו","1, לעיתים קרובות (5-7) | 2, לפעמים (2-4) | 3, לעיתים רחוקות (0-1)",,,,,,"[age_cshq_f] = '1'",,,,sleepiness_2_f,,
sdq_1_parents_f,sdq_parents_f,"בכל פריט, סמן/י את הפריט המתאים ביותר: ""לא נכון"", ""נכון חלקית"" או ""נכון מאד "".
חשוב לענות על כל הפריטים גם אם אינך בטוח/ה בתשובה או שהשאלה לא נראית מתאימה לילדך.
נא לענות על פי התנהגות הילד/ה שלך בשבועיים האחרונים.
שים/י לב: השאלות הבאות מתייחסות לילד שלך ולא אליך",radio,"מתחשב/ת ברגשות של אנשים אחרים","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,1,sdq_parents_f,,
sdq_2_parents_f,sdq_parents_f,,radio,"חסר/ת מנוחה, פעיל/ה מדי, אינו/ה יכול/ה לשבת בשקט","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,2,sdq_parents_f,,
sdq_3_parents_f,sdq_parents_f,,radio,"מתלונן/ת לעיתים קרובות על כאבי ראש, כאבי בטן או הרגשה לא טובה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,3,sdq_parents_f,,
sdq_4_parents_f,sdq_parents_f,,radio,"בדרך כלל מתחלק/ת עם אחרים (למשל בממתקים, צעצועים,עפרונות וכו')","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,4,sdq_parents_f,,
sdq_5_parents_f,sdq_parents_f,,radio,"יש לו/ה לעיתים קרובות התקפי כעס","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,5,sdq_parents_f,,
sdq_6_parents_f,sdq_parents_f,,radio,"נוטה להתבודד, לשחק לבד","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,6,sdq_parents_f,,
sdq_7_parents_f,sdq_parents_f,,radio,"בדרך כלל צייתן/ית, עושה מה שהמבוגרים מבקשים ממנו/ה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,7,sdq_parents_f,,
sdq_8_parents_f,sdq_parents_f,,radio,"דאגן/ית, לעיתים קרובות נראה/ת מודאג/ת","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,8,sdq_parents_f,,
sdq_9_parents_f,sdq_parents_f,,radio,"עוזר/ת כאשר מישהו נפגע, מצוברח או מרגיש לא טוב","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,9,sdq_parents_f,,
sdq_10_parents_f,sdq_parents_f,,radio,"לא מפסיק/ה להתנועע, יושב/ת ""על קוצים""","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,10,sdq_parents_f,,
sdq_11_parents_f,sdq_parents_f,,radio,"יש לו/ה לפחות חבר טוב אחד","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,11,sdq_parents_f,,
sdq_12_parents_f,sdq_parents_f,,radio,"רב/ה עם ילדים אחרים לעיתים קרובות או מתנהג/ת בבריונות","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,12,sdq_parents_f,,
sdq_13_parents_f,sdq_parents_f,,radio,"לעיתים קרובות מצוברח/ת, בוכה או אינו/ה מאושר/ת","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,13,sdq_parents_f,,
sdq_14_parents_f,sdq_parents_f,,radio,"בדרך כלל אהוב/ה על ידי ילדים אחרים","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,14,sdq_parents_f,,
sdq_15_parents_f,sdq_parents_f,,radio,"קל להסיח את דעתו/ה, קשה לו/ה להתרכז","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,15,sdq_parents_f,,
sdq_16_parents_f,sdq_parents_f,,radio,"במצבים חדשים ""נצמד/ת"" למבוגר, מאבד/ת בטחון עצמי בקלות","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,16,sdq_parents_f,,
sdq_17_parents_f,sdq_parents_f,,radio,"נחמד/ה לילדים קטנים ממנו/ה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,17,sdq_parents_f,,
sdq_18_parents_f,sdq_parents_f,,radio,"משקר/ת או מרמה לעיתים קרובות","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,18,sdq_parents_f,,
sdq_19_parents_f,sdq_parents_f,,radio,"ילדים אחרים מציקים לו/ה או מתנהגים כלפיו/ה בבריונות","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,19,sdq_parents_f,,
sdq_20_parents_f,sdq_parents_f,,radio,"מתנדב/ת לעזור לאחרים לעיתים קרובות (להורים, מורים, ילדים אחרים)","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,20,sdq_parents_f,,
sdq_21_parents_f,sdq_parents_f,,radio,"חושב/ת לפני שפועל","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,21,sdq_parents_f,,
sdq_22_parents_f,sdq_parents_f,,radio,"גונב/ת מהבית, מבית הספר או ממקומות אחרים","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,22,sdq_parents_f,,
sdq_23_parents_f,sdq_parents_f,,radio,"מסתדר/ת יותר טוב עם מבוגרים מאשר עם ילדים","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,23,sdq_parents_f,,
sdq_24_parents_f,sdq_parents_f,,radio,"יש לו/ה הרבה פחדים, קל להפחיד אותו/ה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,24,sdq_parents_f,,
sdq_25_parents_f,sdq_parents_f,,radio,"מסיים/ת משימות, יש לו/ה יכולת ריכוז טובה","0, 0-לא נכון | 1, 1-נכון חלקית | 2, 2-נכון",,,,,,,y,,25,sdq_parents_f,,
sdq_26_parents_f,sdq_parents_f,,radio,"באופן כללי האם את/ה חושב/ת שלילד/ה שלך יש קשיים באחד או יותר מהתחומים הבאים:
רגשות, ריכוז, התנהגות או היכולת להסתדר עם אנשים אחרים?","1, לא | 2, כן, קשיים קלים | 3, כן, קשיים ממשיים | 4, כן, קשיים חמורים",,,,,,,y,,26,,,
sdq_27_parents_f,sdq_parents_f,,radio,"כמה זמן קשיים אלו נמשכים?","1, פחות מחודש | 2, 1-5 חודשים | 3, 6-12 חודשים | 4, למעלה משנה",,,,,,"[sdq_26_parents_f] = '2' or [sdq_26_parents_f] = '3' or [sdq_26_parents_f] = '4'",y,,27,,,
